ciudad,semana_inicio,ventas_eur,unidades,margen_eur,inv_display,inv_email_crm,inv_exterior,inv_paid_search,inv_prensa,inv_radio_local,inv_social_paid,inv_video_online,inv_total,sesiones_web,visitas_tienda,pedidos_online,pedidos_tienda,pedidos_click_collect,tasa_conversion_web_media,tasa_conversion_tienda_media,dias_rebajas,dias_black_friday,dias_navidad,dias_semana_santa,dias_payday,dias_festivo,dias_vacaciones_escolares,dias_incidencia_ecommerce,temperatura_media,lluvia_media,turismo_indice_medio,anio,semana_iso,inv_paid_search_lagged,inv_social_paid_lagged,inv_display_lagged,inv_video_online_lagged,inv_email_crm_lagged,inv_exterior_lagged,inv_radio_local_lagged,inv_prensa_lagged,inv_paid_search_adstock,inv_social_paid_adstock,inv_display_adstock,inv_video_online_adstock,inv_email_crm_adstock,inv_exterior_adstock,inv_radio_local_adstock,inv_prensa_adstock,inv_paid_search_transformed,inv_social_paid_transformed,inv_display_transformed,inv_video_online_transformed,inv_email_crm_transformed,inv_exterior_transformed,inv_radio_local_transformed,inv_prensa_transformed,trend,trend_idx_raw,log_trend,sin_1,cos_1,sin_2,cos_2,sin_3,cos_3,flag_rebajas,flag_black_friday,flag_navidad,flag_semana_santa,flag_payday,flag_festivo,flag_vacaciones_escolares,flag_incidencia_ecommerce,temperatura_media_z,lluvia_media_z,turismo_indice_medio_z,ciudad_a_coruna,ciudad_bilbao,ciudad_madrid,ciudad_malaga,ciudad_murcia,ciudad_palma,ciudad_sevilla,ciudad_valencia,ciudad_zaragoza,log_ventas_eur,split
Malaga,2020-04-27,0.0,0.0,0.0,1053.67,119.86,1287.14,2154.82,1629.63,1079.77,1380.84,2181.88,10887.61,910,190,24.0,42.0,9.0,0.0363571428571428,0.2208857142857143,0,0,0,0,7,0,0,7,25.214285714285715,45.91428571428571,41.02857142857143,2020,18,2154.82,1542.47,738.82,2217.84,119.86,1090.06,2243.14,914.99,4017.7644654846194,4540.249469125212,2297.893610672186,5010.76694766113,473.8302601345055,5400.933100442775,4527.154385125232,3013.5510300720935,0.19234402498763442,0.24282646188366658,0.2293781749566474,0.282819380636458,0.1055699441712898,0.242802962772319,0.37136079524042653,0.31459509248032186,0.06153846153846154,17,0.5091567892046576,0.8229838658936565,-0.5680647467311557,-0.9350162426854147,-0.3546048870425359,0.23931566428755732,0.9709418174260521,0,0,0,0,1,0,0,1,1.2315395098542798,0.10170746257564119,0.07433423897736895,0,0,0,1,0,0,0,0,0,0.0,train
Malaga,2020-05-04,0.0,0.0,0.0,833.85,923.57,1259.12,1924.51,741.67,1283.41,2184.31,2009.61,11160.05,1056,169,23.0,37.0,9.0,0.0306714285714285,0.2190714285714285,0,0,0,0,2,0,0,7,24.62857142857143,33.67142857142857,38.55714285714286,2020,19,1924.51,1380.84,1053.67,2181.88,923.57,1841.28,1079.77,1299.2,3933.3922327423097,4104.989681475127,2547.3008469369206,5438.878515979735,1089.4105910470769,5891.979825332081,4022.4203503314006,3107.330618043256,0.18583596539260627,0.20770699130033415,0.26781380930327925,0.31722556631675014,0.384207535547347,0.2762114560437342,0.31803802465281256,0.3279583801035641,0.06538461538461539,18,0.51942872814206,0.7485107481711013,-0.663122658240795,-0.992708874098054,-0.12053668025532357,0.5680647467311555,0.8229838658936566,0,0,0,0,1,0,0,1,1.141640907691876,-0.8144120814201606,-0.03492420443427468,0,0,0,1,0,0,0,0,0,0.0,train
Malaga,2020-05-11,0.0,0.0,0.0,514.4,432.39,2295.11,1944.52,932.78,2035.48,2146.38,935.63,11236.69,1790,171,37.0,37.0,15.0,0.0292142857142857,0.2161857142857143,0,0,0,0,0,0,0,7,25.17142857142857,37.71428571428572,45.32857142857143,2020,20,1944.52,2184.31,833.85,2009.61,432.39,1287.14,1283.41,1629.63,3911.216116371155,4647.303808885076,2489.5955505089983,5544.8810353868275,813.6837068664769,5706.124868999062,3897.983227715411,3494.0283708259535,0.18413116963589835,0.25149874130255695,0.2589235548617646,0.32564542834677196,0.2581956572739937,0.26358140507586086,0.30456522612220827,0.38157913646886404,0.06923076923076923,19,0.529145148841879,0.6631226582407952,-0.7485107481711012,-0.992708874098054,0.1205366802553232,0.8229838658936558,0.5680647467311567,0,0,0,0,0,0,0,1,1.2249615633545914,-0.5118895248847901,0.26443129947970806,0,0,0,1,0,0,0,0,0,0.0,train
Malaga,2020-05-18,0.0,0.0,0.0,544.37,140.53,1725.86,1498.71,1269.25,571.81,1682.1,1849.19,9281.82,1376,172,29.0,37.0,9.0,0.0280142857142857,0.2185571428571428,0,0,0,0,0,0,0,7,25.27142857142857,33.32857142857143,45.285714285714285,2020,21,1498.71,2146.38,514.4,935.63,140.53,1259.12,2035.48,741.67,3454.3180581855777,4934.762285331046,2132.637107830849,4539.802673001438,425.3192974032669,5538.713651749296,4569.169098015018,2838.087022495572,0.1496877980713586,0.27476085662966837,0.20406273940460973,0.24454328936033615,0.08684101567249462,0.2521850986379966,0.3756841126943142,0.2893174845027318,0.07307692307692308,20,0.5383630671228599,0.5680647467311558,-0.8229838658936564,-0.9350162426854148,0.35460488704253557,0.970941817426052,0.23931566428755785,0,0,0,0,0,0,0,1,1.2403101051871965,-0.8400677045892379,0.26253664439164476,0,0,0,1,0,0,0,0,0,0.0,train
Malaga,2020-05-25,0.0,0.0,0.0,770.09,357.43,1317.44,1921.27,1791.35,730.19,1587.01,1472.07,9946.85,1042,138,26.0,32.0,9.0,0.0337428571428571,0.2273714285714285,0,0,0,0,6,0,0,7,27.185714285714287,34.65714285714286,45.21428571428572,2020,22,1921.27,1682.1,544.37,1849.19,357.43,2295.11,571.81,932.78,3648.429029092789,4642.957371198627,1930.5841200900518,4800.061737450935,506.2917540911434,6449.145238811972,3541.7699137097616,2635.6322134973434,0.16414450537581388,0.2511466203548455,0.17362279436631786,0.26572148964396425,0.11875374514664717,0.313755165174101,0.2655502690674662,0.2598563196218541,0.07692307692307693,21,0.5471311478554287,0.46472317204376906,-0.8854560256532096,-0.822983865893657,0.5680647467311548,0.992708874098054,-0.12053668025532309,0,0,0,0,1,0,0,1,1.5341250488399312,-0.7406521648090632,0.2593788859115399,0,0,0,1,0,0,0,0,0,0.0,train
Malaga,2020-06-01,0.0,0.0,0.0,1104.53,646.43,1579.38,2386.52,901.72,1228.51,2308.88,1758.69,11914.660000000002,1068,185,29.0,43.0,8.0,0.0348571428571428,0.2359714285714285,0,0,0,0,5,0,0,7,26.728571428571428,44.81428571428571,92.54285714285712,2020,23,2386.52,1587.01,770.09,1472.07,646.43,1725.86,730.19,1269.25,4210.734514546394,4372.784422719176,2024.9696780585336,4592.1101293431075,823.6321139319001,6562.718929108979,3032.340443911345,2850.629328098406,0.2073411019145347,0.22927501238810238,0.18774921920432802,0.24880086364637857,0.2628779986466364,0.3213211961139308,0.2095067666472969,0.29113416672847553,0.08076923076923077,22,0.5554912601795159,0.35460488704253584,-0.9350162426854147,-0.6631226582407955,0.7485107481711007,0.8854560256532102,-0.4647231720437679,0,0,0,0,1,0,0,1,1.4639602861765915,0.01939567157485141,2.3517096548293117,0,0,0,1,0,0,0,0,0,0.0,train
Malaga,2020-06-08,0.0,0.0,0.0,740.6,556.79,1613.42,2227.18,550.99,1076.3,1698.38,1982.41,10446.07,1790,147,28.0,34.0,20.0,0.0269142857142857,0.2345571428571428,0,0,0,0,0,0,0,7,25.457142857142856,36.58571428571429,85.61428571428571,2020,24,2227.18,2308.88,1104.53,1758.69,556.79,1317.44,1228.51,1791.35,4332.547257273197,4932.550653631506,2420.760290738047,4743.561584073021,845.061239876165,6239.479196831735,3199.5312885423746,3501.7275968590434,0.21687169777223247,0.27458223983975494,0.2483096086420063,0.26112669693249385,0.2729526811165044,0.29970074698547167,0.22783758252530883,0.3826184991049602,0.08461538461538462,23,0.5634796867314855,0.23931566428755768,-0.970941817426052,-0.4647231720437684,0.88545602565321,0.6631226582407956,-0.7485107481711006,0,0,0,0,0,0,0,1,1.2688145400191784,-0.5963392844830032,2.0454070822590986,0,0,0,1,0,0,0,0,0,0.0,train
Malaga,2020-06-15,0.0,0.0,0.0,859.99,98.68,2099.3,2099.83,1506.38,1138.74,971.5,2030.57,10804.99,911,131,21.0,30.0,4.0,0.0279857142857142,0.2324285714285714,0,0,0,0,0,0,0,7,26.77142857142857,32.628571428571426,84.18571428571428,2020,25,2099.83,1698.38,740.6,1982.41,98.68,1579.38,1076.3,901.72,4266.103628636598,4657.910392178904,2314.0941889797305,5065.725029647464,394.45143395665775,6258.989397623801,3155.995337552544,3002.756558115426,0.2116680360413136,0.2523580105178396,0.23187130489956143,0.2872653815072916,0.07561183488221854,0.30101288300324563,0.223053004842054,0.31304965434709797,0.08846153846153847,24,0.5711280753262671,0.12053668025532308,-0.992708874098054,-0.2393156642875578,0.970941817426052,0.35460488704253607,-0.9350162426854146,0,0,0,0,0,0,0,1,1.4705382326762793,-0.8924479352261042,1.9822519126569924,0,0,0,1,0,0,0,0,0,0.0,train
Malaga,2020-06-22,0.0,0.0,0.0,601.79,412.41,1406.76,3492.73,1593.45,1134.05,2008.54,1128.01,11777.74,1492,145,35.0,34.0,13.0,0.0315142857142857,0.2347285714285714,0,0,0,0,4,0,0,0,24.428571428571427,30.37142857142857,86.21428571428571,2020,26,3492.73,971.5,859.99,2030.57,412.41,1613.42,1138.74,550.99,5625.781814318299,3766.246235307342,2364.1512228368247,5323.291269270851,550.4680018848302,6307.6620482178505,3190.1369694091536,2352.6439348692556,0.3183028817495226,0.18078297945677532,0.23958185785947514,0.30799413596585395,0.13740960690149878,0.30428262936668243,0.226804617748449,0.21859342752342628,0.09230769230769231,25,0.5784641962373405,-3.216245299353273e-16,-1.0,6.432490598706546e-16,1.0,3.6739403974420594e-16,-1.0,0,0,0,0,1,0,0,0,1.1109438240266647,-1.0613474544225296,2.071932253491983,0,0,0,1,0,0,0,0,0,0.0,train
Malaga,2020-06-29,0.0,0.0,0.0,728.24,89.6,1088.08,1311.39,1059.65,737.07,1697.96,1464.17,8176.160000000001,1039,173,37.0,44.0,14.0,0.0487142857142857,0.2538571428571428,5,0,0,0,7,0,5,0,24.485714285714288,28.7,81.05714285714285,2020,27,1311.39,2008.54,601.79,1128.01,89.6,2099.3,1134.05,1506.38,4124.28090715915,4268.287741184406,2138.4882948439363,4588.149325026054,282.26380065969056,6830.046536163388,3207.63903011595,2917.966360921553,0.2006048124868122,0.22083898586999745,0.20495421248173523,0.248478454709316,0.04020118915554875,0.3389775905879053,0.2287292966423577,0.30086382371265064,0.09615384615384616,26,0.5855125508631351,-0.12053668025532283,-0.992708874098054,0.23931566428755732,0.9709418174260521,-0.3546048870425354,-0.9350162426854149,1,0,0,0,1,0,1,0,1.1197144193595827,-1.1864186173717814,1.84394209122838,0,0,0,1,0,0,0,0,0,0.0,train
Malaga,2020-07-06,0.0,0.0,0.0,1161.56,1268.04,1756.26,6645.8,1915.05,2452.24,4932.13,2732.29,22863.37,1322,233,40.0,59.0,19.0,0.0460428571428571,0.2536285714285714,7,0,0,0,0,0,7,0,26.37142857142857,23.37142857142857,82.65714285714286,2020,28,6645.8,1697.96,728.24,1464.17,1268.04,1406.76,737.07,1593.45,8707.940453579575,4258.932644710643,2118.257391648559,4446.467061266935,1366.8323302308916,6529.294902122541,2822.035369575368,3344.229816552932,0.5280128081343303,0.22008481196460605,0.20187380880277456,0.23694944064619755,0.49549788156650953,0.319098288463622,0.18669137841014125,0.3611240449949518,0.1,27,0.5922948654599478,-0.23931566428755743,-0.9709418174260521,0.46472317204376795,0.8854560256532102,-0.6631226582407951,-0.7485107481711012,1,0,0,0,0,0,1,0,1.4091440653458573,-1.5851497607911913,1.9146758811827391,0,0,0,1,0,0,0,0,0,0.0,train
Malaga,2020-07-13,0.0,0.0,0.0,871.07,2092.59,2867.85,5109.15,1088.63,1506.44,3101.09,3588.1,20224.92,1140,176,33.0,45.0,20.0,0.0460142857142857,0.2564714285714286,7,0,0,0,0,0,7,0,24.842857142857145,32.58571428571428,87.07142857142857,2020,29,5109.15,4932.13,1161.56,2732.29,2092.59,1088.08,2452.24,1059.65,9463.120226789786,7487.489586826387,2538.4273045715636,5622.493589823508,2570.9813155808124,5985.0511765919055,4286.562990223989,3066.187889931759,0.5691790306967051,0.46586761707540625,0.2664474847698066,0.33177970340354185,0.7765328583157802,0.28252178231911546,0.3462418277423274,0.3221100912740666,0.10384615384615385,28,0.5988304950396357,-0.3546048870425356,-0.9350162426854148,0.6631226582407952,0.7485107481711011,-0.885456025653209,-0.4647231720437701,1,0,0,0,0,0,1,0,1.1745306401903166,-0.8956548881222389,2.1098253552532467,0,0,0,1,0,0,0,0,0,0.0,train
Malaga,2020-07-20,0.0,0.0,0.0,1455.6,858.47,1842.11,2289.59,1268.83,899.74,4237.99,2024.61,14876.94,996,205,31.0,54.0,17.0,0.0483857142857142,0.2606714285714285,7,0,0,0,2,0,7,0,25.185714285714287,28.77142857142857,89.37142857142858,2020,30,2289.59,3101.09,871.07,3588.1,858.47,1756.26,1506.44,1915.05,7021.150113394893,7593.583752095832,2521.0477479715164,7242.7208333852805,1758.3134604532843,6245.048382443929,4292.705943645593,3754.7627339590554,0.421054067235137,0.4728761398264315,0.2637705394100892,0.4517250128861805,0.6190951633421125,0.30007538014837704,0.34689042434143913,0.4160739254109202,0.1076923076923077,29,0.6051367563600347,-0.46472317204376806,-0.8854560256532101,0.8229838658936558,0.5680647467311567,-0.992708874098054,-0.12053668025532294,1,0,0,0,1,0,1,0,1.2271542121878212,-1.1810736958782238,2.211505178312638,0,0,0,1,0,0,0,0,0,0.0,train
Malaga,2020-07-27,0.0,0.0,0.0,1354.78,627.02,2551.31,3467.99,874.98,1317.08,2013.31,1961.51,14167.98,866,165,29.0,44.0,16.0,0.0521,0.2662428571428571,7,0,0,0,6,0,7,0,23.685714285714287,27.52857142857143,90.67142857142858,2020,31,3467.99,4237.99,1455.6,2024.61,627.02,2867.85,899.74,1088.63,6978.565056697446,8794.140251257499,3094.2810361814854,6732.378541700432,1242.4297111586493,7551.636286832947,3689.9988633696357,3341.4876403754333,0.4180909221808925,0.5461090937929234,0.3505322891092195,0.4158482902033676,0.4479732618456947,0.3853293478331901,0.2818470038142594,0.3607456187372758,0.11153846153846154,30,0.6112292044407477,-0.5680647467311556,-0.8229838658936566,0.9350162426854147,0.354604887042536,-0.9709418174260523,0.23931566428755627,1,0,0,0,1,0,1,0,0.9969260846987384,-1.274075329866129,2.2689763826505542,0,0,0,1,0,0,0,0,0,0.0,train
Malaga,2020-08-03,0.0,0.0,0.0,682.6,524.65,2061.2,3130.02,1340.97,2757.22,2398.18,1706.13,14600.97,785,160,29.0,41.0,11.0,0.0508142857142857,0.2555714285714285,7,0,0,0,3,0,7,0,23.057142857142857,39.35714285714285,89.0,2020,32,3130.02,2013.31,1354.78,1961.51,524.65,1842.11,1317.08,1268.83,6619.302528348723,7289.794150754498,3366.062673517966,6337.556052105281,959.5003989055272,7505.83721512471,3715.5792611902634,3273.72258422526,0.39261773349384116,0.45257827925121,0.3897593174990103,0.38681721529811935,0.3261421518567949,0.38245175307059437,0.28465207921034696,0.35135096942533095,0.11538461538461539,31,0.6171218637218316,-0.663122658240795,-0.7485107481711013,0.9927088740980539,0.12053668025532369,-0.8229838658936562,0.5680647467311561,1,0,0,0,1,0,1,0,0.9004495360366465,-0.3889563305329627,2.19508483421609,0,0,0,1,0,0,0,0,0,0.0,train
Malaga,2020-08-10,0.0,0.0,0.0,1270.27,833.4,1526.04,3259.07,2490.21,1683.36,2424.36,1861.98,15348.690000000002,888,162,30.0,41.0,10.0,0.0461142857142857,0.2516,6,0,0,0,0,0,7,0,21.085714285714285,29.585714285714285,83.87142857142858,2020,33,3259.07,2398.18,682.6,1706.13,833.4,2551.31,2757.22,874.98,6568.721264174362,6772.056490452698,2870.5407377866777,5825.541433868433,1169.2251396169345,8180.687911343533,5172.346519773671,2839.213550535156,0.38896531345795626,0.41639264660645225,0.31716943833394023,0.34769346823313774,0.4181631926824258,0.4238559089734432,0.43538395587325485,0.28948070813293675,0.11923076923076924,32,0.6228274225104741,-0.7485107481711011,-0.6631226582407952,0.992708874098054,-0.12053668025532309,-0.5680647467311554,0.8229838658936567,1,0,0,0,0,0,1,0,0.5978639970509949,-1.120141590851665,1.9683577753445296,0,0,0,1,0,0,0,0,0,0.0,train
Malaga,2020-08-17,0.0,0.0,0.0,1244.14,1496.62,1971.85,3226.97,588.07,826.03,2912.32,1237.85,13503.85,1113,184,22.0,42.0,10.0,0.0290571428571428,0.2286571428571428,0,0,0,0,0,0,7,0,24.071428571428573,37.6,79.71428571428571,2020,34,3226.97,2424.36,1270.27,1861.98,1496.62,2061.2,1683.36,1340.97,6511.330632087181,6487.593894271618,3136.1214795613405,5648.581932014482,1905.848798865927,8196.71593350765,5045.385237852886,3044.4981303210934,0.38480223658670837,0.39569725165185915,0.35667207608720103,0.33383552388516075,0.6563012131529273,0.42481216300396474,0.42320687853489686,0.3190177508166557,0.12307692307692308,33,0.6283573974974036,-0.8229838658936564,-0.5680647467311559,0.9350162426854148,-0.35460488704253545,-0.2393156642875589,0.9709418174260518,0,0,0,0,0,0,1,0,1.0561276031959312,-0.5204413992744831,1.7845762318024003,0,0,0,1,0,0,0,0,0,0.0,train
Malaga,2020-08-24,0.0,0.0,0.0,394.4,504.22,1265.62,1797.47,954.23,2008.86,1791.35,994.94,9711.09,1169,140,29.0,33.0,9.0,0.0326142857142857,0.2391714285714285,0,0,0,0,6,0,7,0,21.514285714285712,33.72857142857143,87.92857142857143,2020,35,1797.47,2912.32,1244.14,1237.85,504.22,1526.04,826.03,2490.21,5053.13531604359,6804.876336562971,3282.6189617148716,4909.428255809413,1171.2670796030743,7673.576950130738,4105.530404604377,4316.908878192656,0.2736297197678613,0.4187442677994539,0.37788658093484107,0.2746050764255267,0.4190125031475706,0.3929447027429482,0.32697458180400585,0.4850338679654489,0.12692307692307692,34,0.6337222737067524,-0.8854560256532096,-0.4647231720437691,0.8229838658936571,-0.5680647467311547,0.12053668025532378,0.9927088740980539,0,0,0,0,1,0,1,0,0.6636434620478755,-0.8101361442253144,2.1477184570145105,0,0,0,1,0,0,0,0,0,0.0,train
Malaga,2020-08-31,0.0,0.0,0.0,780.27,387.84,958.93,1716.75,847.13,1197.48,1668.6,1614.31,9171.31,1155,159,33.0,36.0,6.0,0.0339428571428571,0.2275,0,0,0,0,5,0,1,0,18.285714285714285,34.25714285714286,45.48571428571428,2020,36,1716.75,1791.35,394.4,994.94,387.84,1971.85,2008.86,588.07,4243.317658021795,5874.2758019377825,2528.1023251146667,4186.0683662761185,797.7834778610759,7727.032712598053,4677.454762992845,3178.2153269155933,0.20988627424239684,0.3493167679120875,0.2648572779604831,0.21582347652152345,0.2507085628762303,0.39626148572978076,0.3867338391957833,0.3379771033350261,0.13076923076923078,35,0.6389316241541163,-0.9350162426854147,-0.3546048870425359,0.6631226582407956,-0.7485107481711006,0.46472317204376773,0.8854560256532104,0,0,0,0,1,0,1,0,0.16810482573804056,-0.7705837251729866,0.27137836813593946,0,0,0,1,0,0,0,0,0,0.0,train
Malaga,2020-09-07,0.0,0.0,0.0,1302.23,821.78,2178.72,1678.49,2307.24,1244.83,3761.69,1858.37,15153.35,1324,160,32.0,35.0,8.0,0.0303714285714285,0.2183857142857142,0,0,0,0,0,0,0,0,19.714285714285715,40.15714285714285,52.48571428571428,2020,37,1678.49,1668.6,780.27,1614.31,821.78,1265.62,1197.48,954.23,3800.1488290108973,5193.1654811626695,2423.5365113245334,4335.254438079477,1101.0042172513765,7060.894534448539,4237.825595945349,2861.159196149356,0.17563267754742948,0.2955618339943818,0.24873772935954153,0.2279124080983029,0.38922872900167943,0.35402958583373284,0.3410834029441944,0.2926583456826019,0.1346153846153846,36,0.6439942126441548,-0.970941817426052,-0.23931566428755774,0.4647231720437685,-0.8854560256532099,0.7485107481711005,0.6631226582407957,0,0,0,0,0,0,0,0,0.38736970906097673,-0.32909320980511536,0.5808386991862591,0,0,0,1,0,0,0,0,0,0.0,train
Malaga,2020-09-14,0.0,0.0,0.0,623.06,352.68,882.49,1387.59,405.43,889.59,1430.19,1689.8,7660.829999999999,1705,114,29.0,26.0,15.0,0.0262857142857142,0.2275857142857142,0,0,0,0,0,0,0,0,18.814285714285717,36.17142857142857,40.35714285714285,2020,38,1387.59,3761.69,1302.23,1858.37,352.68,958.93,1244.83,847.13,3287.664414505449,6877.589288697602,2877.528732360947,4676.28538475166,738.0314760379817,6254.600900836404,3999.416637364477,2563.8255176896137,0.13753132714282812,0.4239270389761107,0.3182235350892364,0.2556524644204517,0.2226069600471068,0.3007178117954404,0.31555538192131005,0.24937270575968457,0.13846153846153847,37,0.6489180824806385,-0.992708874098054,-0.12053668025532357,0.23931566428755877,-0.9709418174260518,0.9350162426854146,0.35460488704253623,0,0,0,0,0,0,0,0,0.24923283256752735,-0.6273398291456386,0.044651309264378505,0,0,0,1,0,0,0,0,0,0.0,train
Malaga,2020-09-21,0.0,0.0,0.0,745.35,497.53,1913.5,3437.77,909.61,754.97,2295.4,1365.66,11919.79,1208,176,23.0,37.0,13.0,0.0302857142857142,0.2174428571428571,0,0,0,0,3,0,0,0,16.571428571428573,33.08571428571428,38.04285714285714,2020,39,3437.77,1430.19,623.06,1689.8,497.53,2178.72,889.59,2307.24,5081.602207252725,5556.74357321856,2493.4536760346155,4729.385500088579,755.8410166132935,6869.670675627303,3489.21081428691,3845.535310613768,0.2758684996542708,0.3244962224500062,0.25951825747742285,0.2599734272051949,0.2309687490692262,0.3415747677465189,0.25975941296506777,0.4277257777734221,0.1423076923076923,38,0.6537106333439738,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,0,0,0,0,1,0,0,0,-0.09501303424948208,-0.8582404376673346,-0.05766006549103309,0,0,0,1,0,0,0,0,0,0.0,train
Malaga,2020-09-28,0.0,0.0,0.0,719.12,228.21,2480.77,2028.09,915.03,2315.27,1600.79,2564.12,12851.399999999998,1193,198,27.0,45.0,15.0,0.0343571428571428,0.2301428571428571,0,0,0,0,7,0,0,0,17.52857142857143,40.67142857142857,39.91428571428571,2020,40,2028.09,2295.4,745.35,1365.66,228.21,882.49,754.97,405.43,4568.891103626363,5629.446143931136,2366.0948894225003,4439.760575057577,492.75435581465274,6034.743006720477,3022.957029286492,2712.7511863682607,0.23545503812944454,0.330220657479298,0.23988142231129672,0.23640405762807273,0.11319734736240426,0.285885858772676,0.2084820606214224,0.271102725791238,0.14615384615384616,39,0.6583786881810229,-0.992708874098054,0.1205366802553232,-0.23931566428755807,-0.9709418174260519,0.9350162426854156,-0.35460488704253357,0,0,0,0,1,0,0,0,0.051894437576884694,-0.290609775051499,0.025073206687725936,0,0,0,1,0,0,0,0,0,0.0,train
Malaga,2020-10-05,0.0,0.0,0.0,1154.77,187.34,2059.06,2655.47,1077.57,1350.73,2624.53,1867.03,12976.5,1373,185,29.0,43.0,13.0,0.0306714285714285,0.2291,0,0,0,0,1,0,0,0,17.32857142857143,37.48571428571428,38.74285714285714,2020,41,2655.47,1600.79,719.12,2564.12,187.34,1913.5,2315.27,909.61,4939.915551813181,4978.457686358682,2257.0816781246253,5449.964373787425,359.80402453512846,6439.557255040358,4280.192069036219,2537.260711820956,0.2647147971108189,0.2782881105152389,0.2231044121061153,0.3181082719984844,0.06372141977267191,0.3131148302367422,0.34556878336384345,0.24549384594677323,0.15,40,0.6629285516249547,-0.9709418174260521,0.23931566428755738,-0.46472317204376784,-0.8854560256532102,0.7485107481711013,-0.663122658240795,0,0,0,0,1,0,0,0,0.02119735391167378,-0.5289932736641759,-0.026714032386001,0,0,0,1,0,0,0,0,0,0.0,train
Malaga,2020-10-12,0.0,0.0,0.0,1612.72,623.96,1922.82,3031.07,1084.53,1842.97,2265.68,1645.76,14029.51,1631,183,34.0,41.0,19.0,0.0324,0.2249428571428571,0,0,0,0,0,0,0,0,14.8,44.0,40.971428571428575,2020,42,3031.07,2624.53,1154.77,1867.03,623.96,2480.77,1350.73,915.03,5501.02777590659,5611.604611815209,2621.873090781007,5409.506842961826,749.891408587295,7310.437941280268,4132.854844873543,2437.3864270925737,0.30865132868934775,0.32881799797931277,0.27928047449050836,0.3148845360783689,0.22817332143543712,0.37007143925922587,0.32990080812832345,0.23092260875721762,0.15384615384615385,41,0.667366061200421,-0.9350162426854148,0.35460488704253557,-0.6631226582407951,-0.7485107481711012,0.46472317204376873,-0.8854560256532098,0,0,0,0,0,0,0,0,-0.3669014895699227,-0.04153643345170683,0.07180803219328472,0,0,0,1,0,0,0,0,0,0.0,train
Malaga,2020-10-19,0.0,0.0,0.0,1929.5,825.83,1156.91,2024.9,824.19,1598.87,1643.88,2462.57,12466.65,1505,146,28.0,32.0,16.0,0.0293428571428571,0.2237285714285714,0,0,0,0,1,0,0,0,13.928571428571429,34.08571428571428,33.32857142857143,2020,43,2024.9,2265.68,1612.72,1645.76,825.83,2059.06,1842.97,1077.57,4775.413887953295,5632.642767089125,3316.9375090076546,5161.939447925187,1088.2919930055532,7541.888455960201,4529.325649167803,2540.001856255544,0.2517424639086766,0.3304718184514506,0.38278885880735863,0.29503118866626676,0.3837215399868275,0.3847176695553984,0.37158470048546693,0.24589407104384794,0.1576923076923077,42,0.6716966323575235,-0.8854560256532101,0.464723172043768,-0.8229838658936557,-0.5680647467311568,0.12053668025532488,-0.9927088740980538,0,0,0,0,1,0,0,0,-0.5006530683969136,-0.7834115367575257,-0.2660721251779828,0,0,0,1,0,0,0,0,0,0.0,train
Malaga,2020-10-26,0.0,0.0,0.0,1137.01,678.06,2241.94,1720.79,643.72,1482.49,1619.32,2603.42,12126.75,1437,214,33.0,48.0,16.0,0.0350142857142857,0.2243428571428571,0,0,0,0,6,0,0,0,15.685714285714283,41.385714285714286,41.17142857142857,2020,44,1720.79,1643.88,1929.5,2462.57,678.06,1922.82,1598.87,1084.53,4108.496943976647,5023.465660253475,4085.5093808549755,5817.830641151371,1058.9621975519435,7579.2363419701505,4542.9316719590715,2608.5311137533263,0.1993778396877999,0.28191765601348806,0.48477505181528374,0.34709291276113935,0.3708850040333978,0.3870589355860097,0.3729865910517618,0.2559003047127891,0.16153846153846155,43,0.6759252982061075,-0.822983865893657,0.5680647467311548,-0.9350162426854141,-0.3546048870425378,-0.23931566428755782,-0.970941817426052,0,0,0,0,1,0,0,0,-0.23095726190970292,-0.23716056011592124,0.08064975593757938,0,0,0,1,0,0,0,0,0,0.0,train
Malaga,2020-11-02,0.0,0.0,0.0,640.18,578.61,1724.69,3301.62,592.66,953.43,2709.67,1456.27,11957.13,1264,189,30.0,42.0,10.0,0.0316428571428571,0.2239,0,0,0,0,4,0,0,0,14.8,40.82857142857143,36.71428571428572,2020,45,3301.62,1619.32,1137.01,2603.42,578.61,1156.91,1482.49,824.19,5355.868471988324,4633.399396152085,3792.5910975557344,6385.009916748391,949.2467691431802,6841.337256477613,4435.395586773397,2389.308668251996,0.29735685882249824,0.2503722888779879,0.44776316690856655,0.39036192398541747,0.321437445298079,0.3397181964012387,0.36185154063089386,0.22392230378775985,0.16538461538461538,44,0.6800567446816106,-0.7485107481711011,0.6631226582407952,-0.992708874098054,-0.12053668025532294,-0.5680647467311545,-0.8229838658936572,0,0,0,0,1,0,0,0,-0.3669014895699227,-0.2788509477656718,-0.11639437322099112,0,0,0,1,0,0,0,0,0,0.0,train
