ciudad,semana_inicio,ventas_eur,unidades,margen_eur,inv_display,inv_email_crm,inv_exterior,inv_paid_search,inv_prensa,inv_radio_local,inv_social_paid,inv_video_online,inv_total,sesiones_web,visitas_tienda,pedidos_online,pedidos_tienda,pedidos_click_collect,tasa_conversion_web_media,tasa_conversion_tienda_media,dias_rebajas,dias_black_friday,dias_navidad,dias_semana_santa,dias_payday,dias_festivo,dias_vacaciones_escolares,dias_incidencia_ecommerce,temperatura_media,lluvia_media,turismo_indice_medio,anio,semana_iso
Murcia,2024-10-14,0.0,0.0,0.0,1380.69,1044.47,2334.33,7051.9,2662.39,3305.14,4132.27,4575.69,26486.879999999997,1062,171,22.0,36.0,11.0,0.03115714285714286,0.21021428571428571,0,0,0,0,0,0,0,0,13.842857142857143,37.51428571428572,19.25714285714286,2024,42
Murcia,2024-10-21,0.0,0.0,0.0,1113.56,1073.0,2312.74,3291.06,1871.89,2107.95,3049.56,2286.84,17106.6,1681,175,33.0,37.0,20.0,0.03224285714285714,0.21101428571428574,0,0,0,0,3,0,0,0,11.757142857142856,39.05714285714286,22.0,2024,43
Murcia,2024-10-28,0.0,0.0,0.0,1225.9,607.24,1943.13,3017.15,1378.52,1743.25,2809.52,4162.46,16887.170000000002,1116,184,31.0,40.0,7.0,0.034471428571428576,0.21575714285714284,0,0,0,0,6,0,0,0,11.971428571428572,42.614285714285714,12.6,2024,44
Murcia,2024-11-04,0.0,0.0,0.0,1708.45,2255.57,2684.61,4597.49,3026.52,2991.22,4643.47,5237.34,27144.670000000002,910,161,23.0,35.0,7.0,0.033,0.21692857142857142,0,0,0,0,2,0,0,0,11.557142857142859,48.15714285714286,20.314285714285713,2024,45
Murcia,2024-11-11,0.0,0.0,0.0,2348.99,1770.85,4557.98,8585.49,3799.01,4642.18,5409.7,3727.81,34842.01,1600,175,42.0,36.0,9.0,0.032414285714285715,0.20607142857142854,0,0,0,0,0,0,0,0,12.87142857142857,46.371428571428574,20.685714285714287,2024,46
Murcia,2024-11-18,0.0,0.0,0.0,2488.61,969.46,3430.45,4482.43,2010.25,2517.25,3439.36,5308.13,24645.940000000002,844,157,22.0,36.0,15.0,0.0509,0.2311,0,5,0,0,0,0,0,5,10.585714285714285,44.84285714285714,21.785714285714285,2024,47
Murcia,2024-11-25,0.0,0.0,0.0,2803.26,525.04,6034.99,5730.95,2235.69,4129.88,5384.14,4740.6,31584.550000000003,684,193,29.0,44.0,12.0,0.06004285714285714,0.2317857142857143,0,6,1,0,7,0,0,6,9.085714285714285,47.1,20.74285714285714,2024,48
Murcia,2024-12-02,0.0,0.0,0.0,1138.46,1630.08,2162.55,3639.14,2204.56,2787.97,4922.96,5336.5,23822.219999999998,1105,242,35.0,51.0,19.0,0.048671428571428574,0.21162857142857144,0,0,7,0,4,0,0,0,10.857142857142858,59.728571428571435,13.071428571428571,2024,49
Murcia,2024-12-09,0.0,0.0,0.0,1683.63,1562.93,3443.76,6809.08,3221.5,3953.58,4191.05,4917.74,29783.270000000004,1305,300,35.0,62.0,21.0,0.04307142857142857,0.21067142857142857,0,0,7,0,0,0,0,1,10.885714285714286,51.15714285714286,18.114285714285714,2024,50
Murcia,2024-12-16,0.0,0.0,0.0,1395.46,1286.2,2306.04,4932.6,1835.35,3072.34,4507.54,3751.49,23087.019999999997,1452,266,46.0,59.0,17.0,0.04355714285714286,0.2181714285714286,0,0,7,0,0,0,3,0,9.4,54.9,16.62857142857143,2024,51
Murcia,2024-12-23,0.0,0.0,0.0,1941.27,3647.93,4320.42,4698.32,3433.54,3975.27,4048.44,5203.38,31268.57,1178,266,30.0,57.0,15.0,0.03875714285714286,0.21377142857142856,0,0,2,0,5,0,7,0,9.928571428571429,56.042857142857144,19.842857142857145,2024,52
Murcia,2024-12-30,0.0,0.0,0.0,1648.97,800.39,4898.95,4200.02,1547.76,1604.33,3745.62,4818.68,23264.72,296,64,5.0,15.0,5.0,0.03345,0.2376,0,0,0,0,1,0,2,0,10.55,39.3,28.8,2025,1
Palma,2020-01-06,0.0,0.0,0.0,1134.93,529.61,1743.99,2219.75,1372.58,934.1,1423.97,1957.09,11316.02,727,170,20.0,41.0,15.0,0.04718571428571428,0.23257142857142857,6,0,0,0,0,0,0,0,10.542857142857143,51.75714285714286,57.25714285714286,2020,2
Palma,2020-01-13,0.0,0.0,0.0,324.07,839.02,769.02,4008.19,788.1,1863.45,1138.26,1036.9,10767.01,821,169,26.0,40.0,16.0,0.05161428571428572,0.23705714285714286,7,0,0,0,0,0,0,0,11.714285714285714,52.81428571428571,45.0,2020,3
Palma,2020-01-20,0.0,0.0,0.0,986.38,303.62,697.43,3416.85,724.72,795.42,1281.22,2062.39,10268.029999999999,468,159,17.0,36.0,8.0,0.05387142857142857,0.2266857142857143,7,0,0,0,2,0,0,0,11.528571428571428,54.84285714285714,52.27142857142858,2020,4
Palma,2020-01-27,0.0,0.0,0.0,748.26,319.12,1138.56,2329.86,461.15,1114.97,1871.29,1980.11,9963.32,478,176,20.0,40.0,7.0,0.05714285714285715,0.23364285714285712,7,0,0,0,6,0,0,0,11.228571428571428,63.3,46.81428571428571,2020,5
Palma,2020-02-03,0.0,0.0,0.0,1637.86,414.99,460.21,2184.41,669.74,690.33,1967.85,1989.01,10014.4,543,143,20.0,34.0,10.0,0.054642857142857146,0.23764285714285713,7,0,0,0,3,0,0,0,13.428571428571429,58.84285714285715,53.75714285714286,2020,6
Palma,2020-02-10,0.0,0.0,0.0,630.44,360.13,639.05,2328.13,712.57,984.68,1516.61,1037.23,8208.84,761,135,18.0,30.0,7.0,0.03512857142857143,0.21637142857142858,1,0,0,0,0,0,0,0,15.014285714285716,54.385714285714286,51.471428571428575,2020,7
Palma,2020-02-17,0.0,0.0,0.0,753.93,834.76,969.01,3099.09,906.04,1039.22,863.86,2095.17,10561.08,1064,137,24.0,28.0,11.0,0.033114285714285714,0.20702857142857142,0,0,0,0,0,0,0,0,13.657142857142857,61.628571428571426,47.614285714285714,2020,8
Palma,2020-02-24,0.0,0.0,0.0,1240.7,299.07,679.3,1874.25,886.88,477.84,1671.07,1790.66,8919.77,661,109,16.0,25.0,7.0,0.03478571428571429,0.22605714285714287,0,0,0,0,6,0,0,0,14.457142857142857,51.114285714285714,47.357142857142854,2020,9
Palma,2020-03-02,0.0,0.0,0.0,846.23,578.38,673.75,1527.69,1317.36,504.96,2280.81,809.01,8538.19,939,164,23.0,34.0,9.0,0.03371428571428572,0.2115,0,0,0,0,4,0,0,0,16.614285714285714,54.5,50.24285714285714,2020,10
Palma,2020-03-09,0.0,0.0,0.0,1687.13,523.78,920.85,3051.9,1010.09,870.13,1949.75,981.29,10994.920000000002,1261,103,30.0,21.0,12.0,0.03358571428571429,0.20107142857142857,0,0,0,0,0,0,0,1,17.87142857142857,57.75714285714286,47.84285714285714,2020,11
Palma,2020-03-16,0.0,0.0,0.0,808.05,619.9,1040.69,1174.41,568.63,707.39,1063.17,1680.88,7663.120000000001,859,137,15.0,29.0,11.0,0.030214285714285714,0.21124285714285712,0,0,0,0,0,0,0,7,17.95714285714286,44.371428571428574,54.75714285714286,2020,12
Palma,2020-03-23,0.0,0.0,0.0,668.79,388.18,491.63,1824.56,665.01,949.22,2424.4,1783.52,9195.310000000001,788,147,21.0,34.0,7.0,0.0349,0.2267142857142857,0,0,0,0,5,0,0,7,20.599999999999998,48.714285714285715,49.785714285714285,2020,13
Palma,2020-03-30,0.0,0.0,0.0,666.64,477.53,375.01,2582.18,653.25,762.71,1989.13,1205.62,8712.07,831,145,17.0,32.0,12.0,0.035314285714285715,0.21777142857142856,0,0,0,1,6,0,1,7,22.7,57.97142857142857,50.51428571428572,2020,14
Palma,2020-04-06,0.0,0.0,0.0,1029.07,210.9,841.54,1975.33,397.8,1085.13,1495.78,1581.96,8617.51,740,159,16.0,34.0,7.0,0.030342857142857144,0.21575714285714284,0,0,0,7,0,0,7,7,21.3,43.699999999999996,43.971428571428575,2020,15
Palma,2020-04-13,0.0,0.0,0.0,438.71,276.4,782.47,1427.86,338.36,651.14,2428.39,1364.88,7708.21,1303,128,22.0,28.0,15.0,0.028985714285714285,0.21544285714285713,0,0,0,0,0,0,0,7,22.3,46.728571428571435,47.27142857142858,2020,16
Palma,2020-04-20,0.0,0.0,0.0,502.33,189.87,1045.0,2392.57,792.04,764.12,1831.26,1927.86,9445.050000000001,599,145,13.0,32.0,6.0,0.03161428571428571,0.22315714285714286,0,0,0,0,2,0,0,7,22.342857142857145,44.32857142857143,60.185714285714276,2020,17
Palma,2020-04-27,0.0,0.0,0.0,383.34,259.55,905.12,2365.79,471.35,888.47,2158.05,960.22,8391.890000000001,933,132,21.0,31.0,10.0,0.03352857142857143,0.23459999999999998,0,0,0,0,7,0,0,7,23.714285714285715,36.2,51.31428571428571,2020,18
Palma,2020-05-04,0.0,0.0,0.0,421.51,883.84,614.45,2093.51,722.02,651.75,1323.43,1737.51,8448.02,1059,150,26.0,32.0,10.0,0.03345714285714286,0.2147857142857143,0,0,0,0,2,0,0,7,25.214285714285715,47.65714285714286,51.0,2020,19
Palma,2020-05-11,0.0,0.0,0.0,987.22,287.11,900.16,2082.95,589.4,422.41,2183.65,1229.61,8682.51,912,116,21.0,27.0,7.0,0.031014285714285713,0.23218571428571427,0,0,0,0,0,0,0,7,24.599999999999998,40.800000000000004,54.05714285714286,2020,20
Palma,2020-05-18,0.0,0.0,0.0,826.54,446.7,421.72,1828.33,844.07,735.14,1264.56,1320.91,7687.969999999999,1103,172,19.0,37.0,12.0,0.029428571428571432,0.22394285714285717,0,0,0,0,0,0,0,7,25.75714285714286,37.214285714285715,56.714285714285715,2020,21
Palma,2020-05-25,0.0,0.0,0.0,655.18,333.08,711.8,1879.64,901.34,704.32,1277.17,1355.17,7817.7,859,171,20.0,38.0,8.0,0.03271428571428572,0.2253,0,0,0,0,6,0,0,7,25.342857142857145,35.27142857142857,54.300000000000004,2020,22
Palma,2020-06-01,0.0,0.0,0.0,456.7,582.9,662.88,2354.31,1003.82,1112.24,1668.26,1327.75,9168.86,779,124,20.0,29.0,6.0,0.03357142857142857,0.23418571428571427,0,0,0,0,5,0,0,7,26.87142857142857,38.199999999999996,88.22857142857143,2020,23
Palma,2020-06-08,0.0,0.0,0.0,384.91,530.01,733.92,2403.61,395.96,485.84,1292.33,1906.5,8133.08,850,103,18.0,24.0,7.0,0.0302,0.23062857142857143,0,0,0,0,0,0,0,7,25.728571428571428,39.199999999999996,102.2,2020,24
Palma,2020-06-15,0.0,0.0,0.0,392.81,392.17,1050.31,1778.24,816.36,917.97,1080.77,1597.01,8025.639999999999,751,142,13.0,32.0,7.0,0.027599999999999996,0.2282857142857143,0,0,0,0,0,0,0,7,24.657142857142855,30.385714285714283,103.32857142857142,2020,25
Palma,2020-06-22,0.0,0.0,0.0,512.87,279.4,1090.46,2189.95,842.81,1575.37,1394.73,1246.51,9132.1,760,122,14.0,28.0,9.0,0.030842857142857144,0.2337,0,0,0,0,4,0,0,0,25.685714285714287,39.01428571428572,85.7,2020,26
Palma,2020-06-29,0.0,0.0,0.0,439.01,337.3,639.82,1494.71,586.23,897.11,1290.47,704.23,6388.880000000001,771,145,26.0,37.0,11.0,0.04681428571428571,0.2528142857142857,5,0,0,0,7,0,5,0,25.314285714285713,28.142857142857142,100.0,2020,27
Palma,2020-07-06,0.0,0.0,0.0,830.16,1249.76,2163.37,4318.97,868.72,1759.45,2816.75,2793.15,16800.33,857,152,31.0,40.0,9.0,0.046285714285714284,0.26354285714285713,7,0,0,0,0,0,7,0,24.87142857142857,27.485714285714288,93.12857142857142,2020,28
Palma,2020-07-13,0.0,0.0,0.0,1993.82,1096.4,1721.32,3470.42,1188.99,1668.46,3078.01,1305.05,15522.47,832,138,27.0,36.0,14.0,0.04971428571428571,0.2607,7,0,0,0,0,0,7,0,24.142857142857142,29.942857142857143,95.21428571428571,2020,29
Palma,2020-07-20,0.0,0.0,0.0,595.73,425.65,1413.72,3419.73,848.37,872.55,1132.22,2486.91,11194.88,823,173,29.0,43.0,12.0,0.050685714285714285,0.2513714285714286,7,0,0,0,2,0,7,0,21.928571428571427,32.31428571428571,102.62857142857142,2020,30
Palma,2020-07-27,0.0,0.0,0.0,496.57,544.24,1362.34,3092.37,611.74,686.56,2674.8,842.89,10311.509999999998,907,164,29.0,45.0,18.0,0.05298571428571429,0.27527142857142856,7,0,0,0,6,0,7,0,23.74285714285714,28.67142857142857,98.94285714285715,2020,31
Palma,2020-08-03,0.0,0.0,0.0,947.76,679.9,1123.34,3081.81,1006.6,740.63,2005.51,1341.18,10926.73,630,112,21.0,29.0,10.0,0.04938571428571429,0.25944285714285714,7,0,0,0,3,0,7,0,20.442857142857143,22.3,99.2,2020,32
Palma,2020-08-10,0.0,0.0,0.0,1234.91,532.75,1092.95,2872.69,833.38,1451.49,1939.16,1447.83,11405.16,336,155,11.0,38.0,5.0,0.046657142857142855,0.24457142857142858,6,0,0,0,0,0,7,1,22.085714285714285,35.91428571428572,92.65714285714286,2020,33
Palma,2020-08-17,0.0,0.0,0.0,882.19,763.4,969.7,2909.28,928.04,671.6,1299.5,1996.32,10420.029999999999,577,104,13.0,25.0,2.0,0.02752857142857143,0.23524285714285714,0,0,0,0,0,0,7,0,20.8,26.32857142857143,90.17142857142858,2020,34
Palma,2020-08-24,0.0,0.0,0.0,987.78,253.88,700.93,1621.64,791.26,1028.89,1118.75,1219.41,7722.54,843,105,16.0,25.0,9.0,0.031114285714285712,0.23865714285714285,0,0,0,0,6,0,7,0,20.47142857142857,27.114285714285717,93.5,2020,35
Palma,2020-08-31,0.0,0.0,0.0,651.16,307.81,787.45,1547.95,330.06,925.49,1459.93,1226.52,7236.370000000001,871,136,17.0,32.0,11.0,0.03262857142857143,0.23514285714285713,0,0,0,0,5,0,1,0,20.457142857142856,34.91428571428572,67.9,2020,36
Palma,2020-09-07,0.0,0.0,0.0,708.77,506.82,943.88,2319.54,1041.57,1153.94,3198.42,1484.24,11357.18,1218,134,25.0,29.0,10.0,0.02784285714285714,0.2207285714285714,0,0,0,0,0,0,0,0,19.142857142857142,23.957142857142856,44.371428571428574,2020,37
Palma,2020-09-14,0.0,0.0,0.0,822.66,525.98,558.77,1147.3,381.24,793.83,852.25,1169.83,6251.86,848,101,17.0,23.0,7.0,0.02822857142857143,0.2293,0,0,0,0,0,0,0,0,18.642857142857142,31.714285714285715,52.75714285714286,2020,38
Palma,2020-09-21,0.0,0.0,0.0,1007.04,1012.88,617.24,2586.01,627.66,989.99,1271.28,1008.09,9120.189999999999,1028,133,21.0,32.0,10.0,0.030514285714285716,0.2296857142857143,0,0,0,0,3,0,0,0,15.342857142857143,31.8,54.114285714285714,2020,39
Palma,2020-09-28,0.0,0.0,0.0,774.69,397.13,519.78,1879.89,527.05,1257.75,2827.98,1164.98,9349.25,789,152,18.0,33.0,7.0,0.0321,0.21992857142857145,0,0,0,0,7,0,0,0,16.085714285714285,41.17142857142857,47.385714285714286,2020,40
Palma,2020-10-05,0.0,0.0,0.0,825.98,350.93,714.21,3064.19,442.5,1374.82,1353.22,1505.15,9631.0,1043,100,24.0,22.0,9.0,0.032057142857142853,0.22098571428571429,0,0,0,0,1,0,0,0,12.62857142857143,43.24285714285714,52.857142857142854,2020,41
Palma,2020-10-12,0.0,0.0,0.0,1123.97,1332.96,660.89,2715.82,347.7,718.76,1321.13,2118.55,10339.779999999999,898,128,19.0,28.0,8.0,0.030285714285714284,0.22392857142857142,0,0,0,0,0,0,0,0,13.642857142857142,34.58571428571429,43.800000000000004,2020,42
Palma,2020-10-19,0.0,0.0,0.0,1130.28,485.95,953.68,2013.07,944.27,719.18,2162.07,1384.98,9793.48,813,135,16.0,31.0,8.0,0.029714285714285714,0.2307142857142857,0,0,0,0,1,0,0,0,13.214285714285714,39.55714285714286,57.1,2020,43
Palma,2020-10-26,0.0,0.0,0.0,865.34,191.29,599.52,2826.34,852.23,812.6,2349.14,876.26,9372.72,882,141,23.0,31.0,6.0,0.034114285714285715,0.22381428571428572,0,0,0,0,6,0,0,0,11.857142857142858,45.34285714285714,45.17142857142857,2020,44
Palma,2020-11-02,0.0,0.0,0.0,536.67,831.01,870.84,1271.42,723.36,1343.1,2001.64,1862.36,9440.4,1197,135,27.0,29.0,14.0,0.03472857142857143,0.21384285714285717,0,0,0,0,4,0,0,0,13.071428571428571,52.01428571428572,49.32857142857143,2020,45
Palma,2020-11-09,0.0,0.0,0.0,1388.96,230.51,2238.72,3321.23,767.76,1016.88,1667.39,2208.27,12839.72,1019,189,16.0,40.0,14.0,0.030371428571428574,0.21191428571428572,0,0,0,0,0,0,0,0,10.214285714285714,43.68571428571429,44.028571428571425,2020,46
Palma,2020-11-16,0.0,0.0,0.0,775.71,675.1,3056.73,3241.19,2308.38,1676.02,3476.07,2392.31,17601.510000000002,829,119,22.0,27.0,11.0,0.04304285714285715,0.2274857142857143,0,3,0,0,0,0,0,3,11.357142857142858,45.228571428571435,46.51428571428572,2020,47
Palma,2020-11-23,0.0,0.0,0.0,881.87,377.21,599.41,2849.72,523.71,1546.39,3560.8,2251.95,12591.060000000001,900,179,39.0,45.0,18.0,0.06281428571428571,0.25235714285714284,0,7,0,0,5,0,0,7,10.414285714285715,42.385714285714286,50.699999999999996,2020,48
Palma,2020-11-30,0.0,0.0,0.0,578.47,598.67,1137.74,2815.5,1281.68,1375.09,1605.33,1871.49,11263.97,918,171,32.0,39.0,13.0,0.049628571428571425,0.2287,0,1,6,0,6,0,0,1,9.414285714285715,53.34285714285714,45.84285714285714,2020,49
Palma,2020-12-07,0.0,0.0,0.0,1352.63,754.68,631.4,2340.78,907.16,1510.83,2038.77,1595.49,11131.74,1142,193,34.0,42.0,19.0,0.04674285714285714,0.219,0,0,7,0,0,0,0,0,7.757142857142857,54.885714285714286,52.54285714285714,2020,50
Palma,2020-12-14,0.0,0.0,0.0,2121.39,416.64,910.85,2011.54,831.27,2229.07,3068.09,1608.67,13197.52,883,199,28.0,42.0,10.0,0.043314285714285715,0.2185857142857143,0,0,7,0,0,0,1,0,11.12857142857143,49.08571428571429,46.871428571428574,2020,51
Palma,2020-12-21,0.0,0.0,0.0,2280.01,591.12,507.69,2072.35,866.5,1628.79,2523.25,2386.39,12856.099999999999,1421,154,39.0,33.0,18.0,0.04022857142857143,0.21465714285714285,0,0,4,0,3,0,7,0,10.085714285714285,61.142857142857146,53.528571428571425,2020,52
Palma,2020-12-28,0.0,0.0,0.0,1131.46,298.36,1550.55,4285.21,1536.01,958.34,3417.31,1207.46,14384.7,1181,178,24.0,38.0,15.0,0.033542857142857145,0.21680000000000002,0,0,0,0,6,0,4,0,10.428571428571429,45.51428571428572,47.785714285714285,2020,53
Palma,2021-01-04,0.0,0.0,0.0,1003.53,2119.54,1884.59,4539.22,1354.02,1890.55,1944.5,3251.4,17987.350000000002,915,210,27.0,49.0,13.0,0.04425714285714286,0.2334857142857143,4,0,0,0,2,0,0,0,9.62857142857143,51.785714285714285,51.5,2021,1
Palma,2021-01-11,0.0,0.0,0.0,1109.81,2415.29,2198.56,3929.27,1297.74,2326.38,2372.6,2349.81,17999.46,1025,149,40.0,33.0,13.0,0.05158571428571428,0.22465714285714286,7,0,0,0,0,0,0,0,10.714285714285714,55.628571428571426,53.34285714285714,2021,2
Palma,2021-01-18,0.0,0.0,0.0,1155.05,641.72,2030.89,5187.01,1223.58,3507.07,1660.04,2856.36,18261.72,837,127,33.0,30.0,9.0,0.05034285714285714,0.23718571428571428,7,0,0,0,0,0,0,0,11.0,51.57142857142857,50.471428571428575,2021,3
Palma,2021-01-25,0.0,0.0,0.0,1055.64,821.33,1581.27,3565.4,1732.46,1910.33,2725.95,1415.99,14808.37,493,199,19.0,47.0,8.0,0.05592857142857143,0.23515714285714287,7,0,0,0,6,0,0,0,12.12857142857143,55.300000000000004,52.9,2021,4
Palma,2021-02-01,0.0,0.0,0.0,1233.65,298.78,742.7,1545.75,548.19,987.6,1524.32,1063.22,7944.21,562,140,21.0,35.0,10.0,0.05481428571428571,0.24972857142857144,7,0,0,0,5,0,0,0,10.957142857142857,45.214285714285715,45.371428571428574,2021,5
Palma,2021-02-08,0.0,0.0,0.0,415.85,164.68,1249.15,2280.14,673.54,969.61,2696.68,948.64,9398.289999999999,747,107,24.0,23.0,7.0,0.0412,0.21577142857142856,3,0,0,0,0,0,0,0,14.72857142857143,59.642857142857146,44.98571428571428,2021,6
Palma,2021-02-15,0.0,0.0,0.0,695.07,987.45,938.03,3263.87,1396.93,1388.56,2040.32,1986.93,12697.16,888,144,18.0,29.0,11.0,0.03225714285714286,0.20045714285714286,0,0,0,0,0,0,0,0,13.157142857142857,53.385714285714286,55.74285714285714,2021,7
Palma,2021-02-22,0.0,0.0,0.0,956.28,395.1,879.04,1311.12,916.27,1809.47,1411.07,1940.43,9618.779999999999,1089,128,19.0,28.0,15.0,0.03224285714285714,0.22074285714285713,0,0,0,0,4,0,0,0,16.271428571428572,43.22857142857142,46.58571428571429,2021,8
Palma,2021-03-01,0.0,0.0,0.0,763.47,691.63,2163.1,2729.97,1479.44,1080.27,3697.06,2269.68,14874.62,1104,176,32.0,40.0,6.0,0.03435714285714286,0.22474285714285713,0,0,0,0,5,0,0,0,15.685714285714285,50.51428571428572,56.4,2021,9
Palma,2021-03-08,0.0,0.0,0.0,713.0,510.75,960.53,3022.67,1353.67,994.96,3185.57,1388.71,12129.86,760,118,18.0,26.0,6.0,0.03187142857142857,0.21760000000000002,0,0,0,0,0,0,0,0,18.04285714285714,45.642857142857146,47.98571428571428,2021,10
Palma,2021-03-15,0.0,0.0,0.0,1577.77,435.26,1347.37,2420.52,717.31,862.83,2219.15,1616.09,11196.3,1128,155,26.0,33.0,8.0,0.029785714285714283,0.21617142857142854,0,0,0,0,0,0,0,0,17.714285714285715,47.800000000000004,51.271428571428565,2021,11
Palma,2021-03-22,0.0,0.0,0.0,1217.1,536.75,1020.23,3932.79,1098.89,615.1,2640.84,2926.75,13988.45,887,135,23.0,30.0,7.0,0.033057142857142854,0.22428571428571428,0,0,0,1,4,0,1,0,17.4,47.128571428571426,52.68571428571429,2021,12
Palma,2021-03-29,0.0,0.0,0.0,910.93,820.46,1276.05,3055.97,1741.35,1110.14,2466.15,1965.39,13346.439999999999,942,182,23.0,40.0,8.0,0.033985714285714286,0.21742857142857144,0,0,0,7,6,0,7,0,21.32857142857143,46.34285714285714,47.32857142857143,2021,13
Palma,2021-04-05,0.0,0.0,0.0,789.36,338.72,988.25,2335.53,1199.19,1244.79,1875.81,2684.66,11456.310000000001,1221,149,29.0,32.0,9.0,0.03144285714285714,0.2166,0,0,0,0,1,0,0,0,20.614285714285717,48.385714285714286,50.91428571428571,2021,14
Palma,2021-04-12,0.0,0.0,0.0,1870.29,713.2,907.67,4476.03,1109.71,2434.34,2783.15,1100.71,15395.099999999999,1255,119,24.0,25.0,16.0,0.03207142857142857,0.21225714285714287,0,0,0,0,0,0,0,0,21.842857142857145,44.34285714285714,52.371428571428574,2021,15
Palma,2021-04-19,0.0,0.0,0.0,569.5,1170.72,2306.49,3687.16,927.11,1517.11,2404.7,1256.45,13839.240000000002,855,147,18.0,32.0,9.0,0.03264285714285715,0.2175,0,0,0,0,1,0,0,0,23.728571428571428,44.785714285714285,54.300000000000004,2021,16
Palma,2021-04-26,0.0,0.0,0.0,1317.52,851.76,2058.85,3433.48,685.18,1982.01,4137.22,1873.8,16339.82,1190,137,26.0,31.0,13.0,0.03271428571428571,0.2226857142857143,0,0,0,0,7,0,0,0,23.357142857142858,37.6,49.785714285714285,2021,17
Palma,2021-05-03,0.0,0.0,0.0,752.81,355.55,970.14,2849.0,1969.81,1568.7,1881.99,2235.24,12583.24,1058,90,21.0,20.0,13.0,0.03321428571428572,0.22419999999999998,0,0,0,0,3,0,0,0,22.400000000000002,43.714285714285715,53.31428571428571,2021,18
Palma,2021-05-10,0.0,0.0,0.0,868.37,759.86,1204.9,3317.21,683.29,858.53,2284.54,2820.55,12797.25,1051,102,23.0,22.0,9.0,0.031142857142857142,0.21565714285714285,0,0,0,0,0,0,0,0,27.24285714285714,41.528571428571425,56.98571428571428,2021,19
Palma,2021-05-17,0.0,0.0,0.0,863.74,377.71,1561.52,2574.64,877.9,990.32,1398.1,2200.15,10844.08,1097,121,17.0,27.0,13.0,0.02705714285714286,0.22128571428571428,0,0,0,0,0,0,0,0,24.74285714285714,35.285714285714285,47.557142857142864,2021,20
Palma,2021-05-24,0.0,0.0,0.0,756.22,1365.71,1913.25,3868.06,761.78,1630.13,2884.46,2035.48,15215.09,920,134,17.0,31.0,14.0,0.033671428571428574,0.2291,0,0,0,0,6,0,0,0,25.671428571428574,40.4,53.51428571428572,2021,21
Palma,2021-05-31,0.0,0.0,0.0,1255.58,252.68,1135.36,3334.74,1114.93,2552.95,4256.84,1436.19,15339.27,852,145,17.0,35.0,9.0,0.031114285714285712,0.23285714285714285,0,0,0,0,5,0,0,0,26.314285714285713,32.25714285714286,89.12857142857142,2021,22
Palma,2021-06-07,0.0,0.0,0.0,468.93,594.06,1542.42,3353.99,573.32,2243.53,1695.14,1925.84,12397.23,1072,123,23.0,31.0,7.0,0.02882857142857143,0.24905714285714287,0,0,0,0,0,0,0,0,25.214285714285715,29.842857142857138,101.41428571428571,2021,23
Palma,2021-06-14,0.0,0.0,0.0,1216.58,1144.05,649.8,3068.08,543.44,1345.92,1997.59,2267.83,12233.29,1485,150,24.0,34.0,16.0,0.027528571428571427,0.2308142857142857,0,0,0,0,0,0,0,0,27.085714285714285,34.32857142857143,91.75714285714285,2021,24
Palma,2021-06-21,0.0,0.0,0.0,1070.68,218.65,1482.54,1796.56,791.11,1268.72,1226.43,1912.25,9766.94,1045,148,20.0,35.0,11.0,0.029928571428571433,0.23932857142857142,0,0,0,0,3,0,0,0,27.0,34.31428571428571,110.47142857142856,2021,25
Palma,2021-06-28,0.0,0.0,0.0,750.24,813.54,1650.23,6641.65,3266.6,2045.93,2695.32,2408.56,20272.070000000003,809,160,26.0,40.0,12.0,0.044071428571428574,0.2502285714285714,4,0,0,0,7,0,4,0,24.74285714285714,34.34285714285714,88.84285714285714,2021,26
Palma,2021-07-05,0.0,0.0,0.0,3315.24,1385.84,1661.26,6767.63,3382.78,2718.65,4910.99,3433.58,27575.97,1008,176,29.0,44.0,22.0,0.05108571428571429,0.2489142857142857,7,0,0,0,1,0,7,0,26.142857142857142,36.957142857142856,101.72857142857143,2021,27
Palma,2021-07-12,0.0,0.0,0.0,1582.99,1029.08,4253.65,7398.14,1960.82,3115.86,3618.08,3592.12,26550.74,914,163,26.0,42.0,16.0,0.045842857142857144,0.25912857142857143,7,0,0,0,0,0,7,0,25.02857142857143,21.271428571428572,97.0,2021,28
Palma,2021-07-19,0.0,0.0,0.0,760.92,1373.37,2016.93,5116.02,963.48,1887.92,6519.56,2125.84,20764.04,971,177,39.0,45.0,12.0,0.052085714285714284,0.2564,7,0,0,0,1,0,7,0,25.985714285714288,38.1,98.64285714285714,2021,29
Palma,2021-07-26,0.0,0.0,0.0,798.78,408.96,2171.75,5632.17,937.46,1495.3,3075.12,2352.86,16872.399999999998,1137,162,41.0,44.0,17.0,0.0512,0.26515714285714287,7,0,0,0,6,0,7,0,22.5,29.728571428571428,96.6,2021,30
Palma,2021-08-02,0.0,0.0,0.0,815.92,556.98,795.38,3184.61,1620.14,412.72,2093.82,2040.8,11520.37,555,104,18.0,27.0,10.0,0.051757142857142856,0.2583714285714286,7,0,0,0,4,0,7,0,23.17142857142857,29.471428571428568,96.48571428571428,2021,31
